TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10
2024-03-06 17:41:24.300,0.8109029057999999,-3.4819032999999995,-0.13242818179000004,1.2536511920000004,0.7056416178999999,-3.709947800000007,-0.24580735856000008,1.0998421827000002,1.0786802142999994,-3.3956225000000013,0.16842292246600002,0.9948938293000009,0.7054382269999999,-3.223102299999995,0.19277899606999985,0.5676339230000004,0.4509803507000001,-3.3736850000000027,0.05261757540999998,0.30275866984000005
2024-03-06 17:41:24.347,0.88660944,-3.4819033,0.37014025,1.1361634,0.76438725,-3.7099478,0.15439409,0.81380016,1.0184034,-3.3956225,0.1773846,0.6015671,0.6772232,-3.2231023,0.35362747,0.4871376,0.4216476,-3.373685,0.22446306,0.37055257
2024-03-06 17:41:24.574,0.8109029057999999,-3.4819032999999995,-0.13242818179000004,1.2536511920000004,0.7056416178999999,-3.709947800000007,-0.24580735856000008,1.0998421827000002,1.0786802142999994,-3.3956225000000013,0.16842292246600002,0.9948938293000009,0.7054382269999999,-3.223102299999995,0.19277899606999985,0.5676339230000004,0.4509803507000001,-3.3736850000000027,0.05261757540999998,0.30275866984000005
2024-03-06 17:41:25.090,0.8109029057999999,-3.4819032999999995,-0.13242818179000004,1.2536511920000004,0.7056416178999999,-3.709947800000007,-0.24580735856000008,1.0998421827000002,1.0786802142999994,-3.3956225000000013,0.16842292246600002,0.9948938293000009,0.7054382269999999,-3.223102299999995,0.19277899606999985,0.5676339230000004,0.4509803507000001,-3.3736850000000027,0.05261757540999998,0.30275866984000005
2024-03-06 17:41:25.355,0.88660944,-3.4819033,0.34113932,1.1809752,0.76438725,-3.7099478,0.07402885,0.84258634,1.0184034,-3.3956225,0.14864178,0.32095462,0.6772232,-3.2231023,0.22541289,0.49285033,0.4216476,-3.373685,0.03492332,0.38634703
2024-03-06 17:41:25.891,0.8109029057999999,-3.4819032999999995,-0.13242818179000004,1.2536511920000004,0.7056416178999999,-3.709947800000007,-0.24580735856000008,1.0998421827000002,1.0786802142999994,-3.3956225000000013,0.16842292246600002,0.9948938293000009,0.7054382269999999,-3.223102299999995,0.19277899606999985,0.5676339230000004,0.4509803507000001,-3.3736850000000027,0.05261757540999998,0.30275866984000005
2024-03-06 17:41:26.366,0.88660944,-3.4819033,0.2629181,1.1809752,0.76438725,-3.7099478,0.18992308,0.84258634,1.0184034,-3.3956225,0.14995252,0.32095462,0.6772232,-3.2231023,0.1104091,0.49285033,0.4216476,-3.373685,-0.100267135,0.38634703
2024-03-06 17:41:27.370,0.88660944,-3.4819033,0.09993635,1.1809752,0.76438725,-3.7099478,-0.1388867,0.84258634,1.0184034,-3.3956225,0.0857006,0.32095462,0.6772232,-3.2231023,0.17515074,0.49285033,0.4216476,-3.373685,0.06940205,0.38634703
2024-03-06 17:41:27.438,0.8109029057999999,-3.4819032999999995,-0.13242818179000004,1.2536511920000004,0.7056416178999999,-3.709947800000007,-0.24580735856000008,1.0998421827000002,1.0786802142999994,-3.3956225000000013,0.16842292246600002,0.9948938293000009,0.7054382269999999,-3.223102299999995,0.19277899606999985,0.5676339230000004,0.4509803507000001,-3.3736850000000027,0.05261757540999998,0.30275866984000005
2024-03-06 17:41:28.379,0.88660944,-3.4819033,0.15653896,1.1809752,0.76438725,-3.7099478,-0.24836211,0.84258634,1.0184034,-3.3956225,0.12718114,0.32095462,0.6772232,-3.2231023,0.23671357,0.49285033,0.4216476,-3.373685,-0.15620391,0.38634703
2024-03-06 17:41:28.676,0.8109029057999999,-3.4819032999999995,-0.13242818179000004,1.2536511920000004,0.7056416178999999,-3.709947800000007,-0.24580735856000008,1.0998421827000002,1.0786802142999994,-3.3956225000000013,0.16842292246600002,0.9948938293000009,0.7054382269999999,-3.223102299999995,0.19277899606999985,0.5676339230000004,0.4509803507000001,-3.3736850000000027,0.05261757540999998,0.30275866984000005
2024-03-06 17:41:29.381,1.6552615,-3.4819033,-0.05809259,1.1809752,1.2032449,-3.7099478,-0.3255988,0.84258634,1.1295271,-3.3956225,0.16671571,0.32095462,0.8904569,-3.2231023,0.27041435,0.49285033,0.48962656,-3.373685,0.023596965,0.38634703
2024-03-06 17:41:29.539,0.8109029057999999,-3.4819032999999995,-0.13242818179000004,1.2536511920000004,0.7056416178999999,-3.709947800000007,-0.24580735856000008,1.0998421827000002,1.0786802142999994,-3.3956225000000013,0.16842292246600002,0.9948938293000009,0.7054382269999999,-3.223102299999995,0.19277899606999985,0.5676339230000004,0.4509803507000001,-3.3736850000000027,0.05261757540999998,0.30275866984000005
2024-03-06 17:41:30.382,1.6552615,-3.4819033,0.21648018,1.1809752,1.2032449,-3.7099478,0.12371466,0.84258634,1.1295271,-3.3956225,0.05027547,0.32095462,0.8904569,-3.2231023,0.080632724,0.49285033,0.48962656,-3.373685,0.107505515,0.38634703
2024-03-06 17:41:31.385,0.9859281,-3.4819033,-0.04723711,1.4227914,0.9612867,-3.7099478,0.21664254,1.4318168,1.4683632,-3.3956225,0.55880183,1.2908704,0.8872478,-3.2231023,0.1482949,0.62642854,0.4322724,-3.373685,0.1719145,0.44631973
2024-03-06 17:41:32.387,0.69397706,-3.4819033,-0.17941578,1.2350028,0.7464084,-3.7099478,-0.07875694,1.2866384,1.4615384,-3.3956225,0.5347979,1.2908704,0.7544062,-3.2231023,0.28140724,0.57760555,0.43210763,-3.373685,0.296087,0.29817465
2024-03-06 17:41:33.389,0.73369247,-3.4819033,-0.15636456,0.9803497,0.6942715,-3.7099478,-0.3131694,1.0750214,1.3069906,-3.3956225,0.60746634,0.3526141,0.8201101,-3.2231023,0.25408337,0.4612646,0.5291116,-3.373685,0.031050328,0.00243839
2024-03-06 17:41:34.391,1.0130054,-3.4819033,-0.31024155,1.3119669,0.94479173,-3.7099478,-0.20143345,0.84379596,1.3065932,-3.3956225,0.60746634,1.0688176,0.7605662,-3.2231023,0.23302901,0.6467573,0.54654366,-3.373685,0.09596605,0.3615096
2024-03-06 17:41:35.393,0.88235456,-3.4819033,-0.06811795,1.3087012,0.8671573,-3.7099478,-0.22789997,1.0797913,1.0583379,-3.3956225,0.20490403,1.0549337,0.751011,-3.2231023,0.01701928,0.7794197,0.60800886,-3.373685,0.02107032,0.50108385
2024-03-06 17:41:36.394,0.90677583,-3.4819033,-0.08761867,1.4220115,0.70740414,-3.7099478,-0.34980974,1.0451664,1.0900214,-3.3956225,0.21853727,0.73057556,0.7918462,-3.2231023,0.08723698,0.40373576,0.6495759,-3.373685,-0.12576427,0.0189886
2024-03-06 17:41:37.396,0.6631556,-3.4819033,-0.39833152,1.4327874,0.5634545,-3.7099478,-0.37398887,0.9934588,1.2265031,-3.3956225,0.17765935,1.0364124,0.6461537,-3.2231023,0.20550723,0.42408574,0.4132975,-3.373685,-0.042877436,0.109299704
2024-03-06 17:41:38.396,0.5421303,-3.4819033,-0.22174484,1.2794979,0.5285644,-3.7099478,-0.65394205,1.2088056,1.0207968,-3.3956225,0.010384114,1.1250788,0.6144931,-3.2231023,0.14556934,0.4920099,0.47288802,-3.373685,-0.04881694,-0.006567475
2024-03-06 17:41:39.397,0.7164739,-3.4819033,-0.40574476,0.8592011,0.5080362,-3.7099478,-0.88166887,1.156422,0.86524475,-3.3956225,-0.15900613,0.9595032,0.6743604,-3.2231023,0.19196302,0.54574406,0.36842296,-3.373685,0.11167886,0.19503784
2024-03-06 17:41:40.398,0.7373761,-3.4819033,-0.37299585,0.87159634,0.38586786,-3.7099478,-0.7590911,1.1148237,0.93593985,-3.3956225,-0.10772678,0.71595156,0.663398,-3.2231023,0.2735264,0.47084355,0.36159134,-3.373685,0.08262945,0.21610354
2024-03-06 17:41:41.398,0.48018277,-3.4819033,-0.17931165,0.9177743,0.36753267,-3.7099478,-0.57475185,0.9843061,0.9526571,-3.3956225,0.05250531,1.0631931,0.6950315,-3.2231023,0.2747555,0.5965421,0.3938367,-3.373685,0.14116055,0.21069527
